month/day,Anger,Disgust,Fear,Joy,Sadness,Surprise,Trust,Anticipation
2017-05-07,0.010869565217391304,0.021739130434782608,0.08695652173913043,0.09782608695652174,0.03260869565217391,0.09782608695652174,0.6521739130434783,0.0
2017-05-08,0.01578531965272297,0.01973164956590371,0.0718232044198895,0.09944751381215469,0.021310181531176007,0.10576164167324388,0.654301499605367,0.011838989739542225
2017-05-09,0.018973214285714284,0.024553571428571428,0.06361607142857142,0.09375,0.03571428571428571,0.10044642857142858,0.6529017857142857,0.010044642857142858
2017-05-10,0.021673690547862733,0.03371462974111981,0.060204695966285374,0.09933774834437085,0.031306441902468396,0.09572546658639373,0.6453943407585792,0.012642986152919929
2017-05-11,0.017838405036726127,0.033578174186778595,0.055613850996852045,0.13431269674711438,0.035676810073452254,0.12381951731374606,0.5970619097586569,0.002098635886673662
2017-05-12,0.017508754377188594,0.013506753376688344,0.0735367683841921,0.09204602301150576,0.027013506753376687,0.08854427213606804,0.6823411705852926,0.005502751375687844
2017-05-13,0.028446389496717725,0.03282275711159737,0.06345733041575492,0.10284463894967177,0.030634573304157548,0.12472647702407003,0.5995623632385121,0.0175054704595186
2017-05-14,0.010676156583629894,0.021352313167259787,0.042704626334519574,0.16370106761565836,0.03914590747330961,0.18861209964412812,0.5160142348754448,0.017793594306049824
2017-05-15,0.03674540682414698,0.03412073490813648,0.06299212598425197,0.12598425196850394,0.026246719160104987,0.11023622047244094,0.5931758530183727,0.010498687664041995
2017-05-16,0.012351029252437704,0.012134344528710726,0.057204767063921996,0.09989165763813651,0.020585048754062838,0.15276273022751896,0.6392199349945829,0.0058504875406283855
2017-05-17,0.010533875987550874,0.011730907349772564,0.06751256882930333,0.10797222887239645,0.025137658606655493,0.19344026813502513,0.5767297103184104,0.006942781900885803
2017-05-18,0.01609603055517665,0.016505251670986223,0.04801527758832356,0.10257809302960033,0.030145955531305415,0.17269131087164097,0.6078297640158232,0.0061383167371436365
2017-05-19,0.009538461538461539,0.012923076923076923,0.08,0.09692307692307692,0.024,0.17138461538461539,0.5932307692307692,0.012
2017-05-20,0.009929532351057015,0.013773222293401666,0.046444586803331196,0.2889173606662396,0.020819987187700194,0.14349775784753363,0.46989109545163354,0.006726457399103139
2017-05-21,0.006711409395973154,0.035530990919857876,0.08882747729964469,0.18278720884326885,0.031188314251875248,0.17528622187129886,0.46664034741413346,0.013028030003947888
2017-05-22,0.011220825852782765,0.049820466786355475,0.05296229802513465,0.12612208258527827,0.0210951526032316,0.18447037701974867,0.5421903052064632,0.012118491921005385
2017-05-23,0.010770505385252692,0.03024026512013256,0.07787903893951947,0.08450704225352113,0.02112676056338028,0.1383595691797846,0.6329743164871583,0.004142502071251036
