month/day,pos_sentiment,neg_sentiment,neu_sentiment
2017-05-07,0.4012345679012346,0.4074074074074074,0.19135802469135801
2017-05-08,0.26436781609195403,0.5080459770114942,0.22758620689655173
2017-05-09,0.28998699609882966,0.48179453836150843,0.2282184655396619
2017-05-10,0.3004644515898535,0.4901750625223294,0.20936048588781708
2017-05-11,0.37264957264957266,0.43817663817663816,0.1891737891737892
2017-05-12,0.36639857015192134,0.4256776884122729,0.20792374143580578
2017-05-13,0.3564476885644769,0.4209245742092457,0.22262773722627738
2017-05-14,0.4311740890688259,0.37449392712550605,0.19433198380566802
2017-05-15,0.32786885245901637,0.43815201192250375,0.23397913561847988
2017-05-16,0.3605332720376968,0.3909895414320193,0.2484771865302839
2017-05-17,0.3914563106796117,0.3554692556634304,0.2530744336569579
2017-05-18,0.35060471878924065,0.3454497389465336,0.30394554226422577
2017-05-19,0.34752504419563934,0.3637301119622864,0.2887448438420743
2017-05-20,0.4639175257731959,0.2934707903780069,0.24261168384879725
2017-05-21,0.4486158513462268,0.29806598407281,0.25331816458096323
2017-05-22,0.41724061319706734,0.3470339924461231,0.2357253943568096
2017-05-23,0.4518167456556082,0.36255924170616116,0.18562401263823064
2017-05-24,0.4335973475778228,0.3652606373181065,0.20114201510407073
2017-05-25,0.4317803660565724,0.37537437603993346,0.1928452579034942
2017-05-26,0.3938430983118173,0.4178748758689176,0.18828202581926515
2017-05-27,0.3670418896475364,0.40966968075290644,0.2232884295995571
2017-05-28,0.3308576480990274,0.4775419982316534,0.19160035366931918
2017-05-29,0.36489021295376806,0.44234800838574423,0.1927617786604877
2017-05-30,0.4083816317432011,0.370820329915292,0.2207980383415069
2017-05-31,0.30922035248431745,0.35213581599123767,0.3386438315244449
2017-06-01,0.3425633335118633,0.3149804509667399,0.3424562155213968
2017-06-02,0.38413760152890586,0.35547061634018157,0.2603917821309126
2017-06-03,0.35524296675191813,0.47122762148337594,0.17352941176470588
2017-06-04,0.22981983260036884,0.6297820021752495,0.1403981652243817
2017-06-05,0.2627334235453315,0.5470094722598106,0.19025710419485792
2017-06-06,0.34089615931721196,0.43933143669985775,0.2197724039829303
2017-06-07,0.39547061133656236,0.36758738054719203,0.23694200811624558
2017-06-08,0.41002720559657985,0.3478429848425962,0.24212980956082394
2017-06-09,0.40062111801242234,0.38576464663421184,0.2136142353533658
2017-06-10,0.36859361518550476,0.3668679896462468,0.2645383951682485
2017-06-11,0.3762105263157895,0.38652631578947366,0.23726315789473684
2017-06-12,0.4019984627209839,0.3634383807327697,0.2345631565462465
2017-06-13,0.3951641369572891,0.4202259089304624,0.1846099541122485
2017-06-14,0.4883011190233978,0.35615462868769077,0.1555442522889115
2017-06-15,0.3719643992371265,0.3939605848696758,0.2340750158931977
2017-06-16,0.3859031984886978,0.39319914012116475,0.22089766139013745
2017-06-17,0.36168482680110586,0.42055618799804845,0.21775898520084566
2017-06-18,0.37406015037593987,0.40366541353383456,0.22227443609022557
2017-06-19,0.3484930032292788,0.41159849300322926,0.23990850376749193
2017-06-20,0.36484375,0.41953125,0.215625
2017-06-21,0.4230769230769231,0.38461538461538464,0.19230769230769232
2017-06-23,0.3429355281207133,0.4279835390946502,0.22908093278463648
2017-06-24,0.3518334985133796,0.45986124876114964,0.18830525272547077
2017-06-25,0.3550173010380623,0.4429065743944637,0.20207612456747404
2017-06-26,0.3504007123775601,0.47061442564559214,0.17898486197684774
2017-06-27,0.2904522613065327,0.5341708542713568,0.17537688442211055
2017-06-28,0.32321772639691715,0.4850674373795761,0.19171483622350674
2017-06-29,0.32919640086875585,0.49736270555383183,0.17344089357741235
2017-06-30,0.3330515638207946,0.47844463229078615,0.18850380388841928
2017-07-01,0.3260357815442561,0.4821092278719397,0.19185499058380415
2017-07-02,0.3448844884488449,0.47964796479647964,0.17546754675467546
2017-07-03,0.39720171006607075,0.4049747376603187,0.19782355227361056
2017-07-04,0.44532199270959905,0.3450789793438639,0.20959902794653706
2017-07-05,0.44149377593360994,0.34356846473029046,0.2149377593360996
2017-07-06,0.4144960362400906,0.3929784824462061,0.19252548131370328
2017-07-07,0.3931320307874482,0.40852575488454707,0.19834221432800472
2017-07-08,0.41227125941872983,0.3961248654467169,0.1916038751345533
2017-07-09,0.35497502881290816,0.4391087207068767,0.20591625048021514
2017-07-10,0.33167645729778583,0.43470402169001354,0.23361952101220063
2017-07-11,0.3425707547169811,0.42629716981132076,0.23113207547169812
2017-07-12,0.348294434470377,0.41651705565529623,0.23518850987432674
2017-07-13,0.41865284974093264,0.3917098445595855,0.18963730569948187
2017-07-14,0.3895434462444772,0.390279823269514,0.22017673048600883
2017-07-15,0.4129586260733802,0.3762685402029664,0.2107728337236534
2017-07-16,0.34033104561970123,0.4658861526039564,0.19378280177634236
2017-07-17,0.3572984749455338,0.47058823529411764,0.1721132897603486
2017-07-18,0.31774081774081775,0.5083160083160083,0.17394317394317393
2017-07-19,0.31142061281337047,0.5164345403899722,0.17214484679665737
2017-07-20,0.36135265700483093,0.4096618357487923,0.2289855072463768
2017-07-21,0.37616229923922234,0.3989856297548605,0.22485207100591717
2017-07-22,0.31624649859943976,0.46946778711484594,0.21428571428571427
2017-07-23,0.3504652193176783,0.44395214887018164,0.20558263181214
