month/day,Anger,Disgust,Fear,Joy,Sadness,Surprise
2017-05-07,0.1419753086419753,0.030864197530864196,0.17901234567901234,0.19135802469135801,0.1419753086419753,0.3148148148148148
2017-05-08,0.09425287356321839,0.05333333333333334,0.21471264367816092,0.20183908045977011,0.11862068965517242,0.31724137931034485
2017-05-09,0.09167750325097529,0.06176853055916775,0.20546163849154747,0.20546163849154747,0.12028608582574772,0.3153446033810143
2017-05-10,0.0961057520543051,0.07252590210789568,0.19899964272954626,0.20936048588781708,0.12004287245444802,0.30296534476598785
2017-05-11,0.09287749287749288,0.07179487179487179,0.16296296296296298,0.22905982905982905,0.12193732193732194,0.3213675213675214
2017-05-12,0.10962168602919273,0.04229967232648198,0.21060470658325886,0.2213285671730712,0.10306821566875186,0.31307715221924337
2017-05-13,0.08880778588807786,0.057177615571776155,0.21046228710462286,0.22627737226277372,0.10097323600973236,0.31630170316301703
2017-05-14,0.0728744939271255,0.05263157894736842,0.13765182186234817,0.26720647773279355,0.1214574898785425,0.3481781376518219
2017-05-15,0.11028315946348734,0.05663189269746647,0.20417287630402384,0.23546944858420268,0.08941877794336811,0.30402384500745155
2017-05-16,0.06229169061027468,0.04493736352143432,0.22778990920583841,0.21733134122514652,0.11033214573037582,0.33731754970693023
2017-05-17,0.06032362459546926,0.041035598705501615,0.21320388349514563,0.22110032362459547,0.08932038834951456,0.3750161812297735
2017-05-18,0.0555812570220078,0.057630031062058024,0.2736104685744498,0.1935761020421651,0.10045601744762409,0.3191461238516952
2017-05-19,0.04728933411903359,0.03358868591632292,0.2611962286387743,0.24572775486152032,0.09737772539776075,0.3148202710665881
2017-05-20,0.0415807560137457,0.03213058419243986,0.1747422680412371,0.33006872852233676,0.09965635738831616,0.3218213058419244
2017-05-21,0.05081532043989382,0.045695866514979144,0.18562760712931362,0.26412590064467195,0.1285551763367463,0.32518012893439513
2017-05-22,0.05709842257276161,0.0704287936014219,0.19084647856031992,0.283492557209509,0.10042212841590757,0.29771161964007997
2017-05-23,0.06733807266982622,0.07128751974723539,0.18187203791469195,0.24842022116903634,0.08708530805687204,0.3439968404423381
2017-05-24,0.05949530300239455,0.03997052864247559,0.16651317001289373,0.27776754466752623,0.09025603241849328,0.3659974212562166
2017-05-25,0.05806988352745424,0.05108153078202995,0.19168053244592345,0.28569051580698834,0.11114808652246257,0.3023294509151414
2017-05-26,0.08480635551142006,0.058192651439920556,0.19086395233366435,0.24925521350546176,0.10089374379344587,0.31598808341608736
2017-05-27,0.06384941871193947,0.04853293965676324,0.22218121424617088,0.24229562649935413,0.11791843513563388,0.3052223657501384
2017-05-28,0.07241379310344828,0.052254641909814326,0.22829354553492484,0.1971706454465075,0.13006189213085764,0.3198054818744474
